User_id;Active_days;Songs_per_day;Music_genres_per_day;Numer_devices;Proportion_working_time;Searches_per_day;Proportion_popular_songs;NORTHAMERICA;EU;ASIA;Premium_upgrade
1116;213;41;2;3;0.375083902;18;0.004519151;0;0;0;1
1117;92;29;2;3;0;15;0.013162392;0;0;0;0
1118;21;35;3;3;0.310491103;0;0.004187875;0;0;0;0
1119;229;27;2;2;0;19;0.03542251;0;0;0;0
1120;233;81;5;3;0.710466477;4;0.008167687;0;0;0;0
1121;73;25;3;1;0;0;0.016315382;0;0;0;0
1122;6;19;2;2;0;4;0.021582915;0;0;0;0
1123;154;22;3;2;0;11;0.035262944;0;0;0;0
1124;228;19;2;1;0;8;0.007704094;0;0;0;0
1125;180;15;1;2;0;0;0.020661625;0;0;0;0
1126;116;24;2;1;0;14;0.030328526;0;0;0;0
1127;172;52;4;1;0.239751836;13;0.01580437;0;0;0;0
1128;147;41;3;3;0;5;0.008101293;0;0;0;0
1129;240;46;2;2;0;0;0.011721897;0;0;0;0
1130;202;35;2;1;0.195197961;12;0.004317777;0;0;0;0
1131;219;53;4;5;0.505765955;2;0.018102122;0;0;0;0
1132;180;36;3;1;0;5;0.005095329;0;0;0;0
1133;230;46;3;1;0.17586422;14;0.014743327;0;0;0;0
1134;48;22;3;1;0;11;0.034527175;0;0;0;0
1135;90;34;2;3;0;19;0.016416614;0;0;0;0
1136;63;28;2;1;0;0;0.013603784;0;0;0;0
1137;236;10;1;3;0;15;0.014214271;0;0;0;0
1138;201;53;4;2;0;3;0.01838491;0;0;0;0
1139;173;46;3;2;0;0;0.014754753;0;0;0;0
1140;13;43;2;2;0.188223692;8;0.00735467;0;0;0;0
1141;61;30;2;1;0;0;0.018794039;0;0;0;0
1142;229;31;3;3;0;8;0.017809765;0;0;0;0
1143;42;88;6;1;0;13;0.000238027;0;0;0;0
1144;84;11;1;2;0.021237709;10;0.020549696;0;0;0;0
1145;71;5;2;2;0;15;0.004843963;0;0;0;0
1146;38;30;3;2;0.127005728;4;0.025048632;0;0;0;0
1147;116;35;3;5;0;11;0.015713381;0;0;0;0
1148;184;36;3;6;0;17;0.025244561;0;0;0;1
1149;26;11;2;1;0;9;0.088814387;0;0;0;0
1150;104;27;2;7;0.003221058;8;0.010257906;0;0;0;0
1151;91;19;3;2;0;13;0.032871744;0;0;0;0
1152;99;20;2;2;0.379537077;0;0.002699001;0;0;0;0
1153;220;36;2;2;0.996173012;5;0.008947642;0;0;0;1
1154;145;35;2;5;0.74215005;0;0.025143172;0;0;0;0
1155;29;27;3;2;0;17;0.00277216;0;0;0;0
1156;75;53;4;3;0;0;0.006089821;0;0;0;0
1157;161;44;2;2;0.247156835;10;0.019726817;0;0;0;0
1158;107;30;2;2;0;16;0.029349307;0;0;0;0
1159;240;33;3;3;0;17;0.011532722;0;0;0;0
1160;163;18;1;1;0;6;0.043382349;0;0;0;0
1161;164;35;3;2;0.40533199;5;0.004633264;0;0;0;0
1162;25;56;5;3;0;14;0.006034254;0;0;0;0
1163;124;26;2;3;0;4;0.015657877;0;0;0;0
1164;134;59;5;2;0.626727916;20;0.009083426;0;0;0;1
1165;159;61;3;5;0;0;0.006233711;0;0;0;0
1166;112;60;3;2;0;8;0.001800768;0;0;0;0
1167;175;46;3;1;0.790159633;14;0.00426398;0;0;0;1
1168;97;45;3;1;0;0;0.015978568;0;0;0;0
1169;42;44;3;2;0;17;0.021436527;0;0;0;0
1170;90;32;2;2;0;10;0.010540773;0;0;0;0
1171;191;62;4;1;0.46512332;13;0.002395985;0;0;0;1
1172;36;77;5;3;0.455269477;13;0.006506835;0;0;0;0
1173;223;41;4;3;0;6;0.001728725;0;0;0;0
1174;33;13;2;3;0;7;0.031495096;0;0;0;0
1175;107;3;0;2;0;2;0.158600058;0;0;0;0
1176;26;95;5;2;0;2;0.010016167;0;0;0;0
1177;15;34;4;3;0.169103455;14;0.010740942;0;0;0;0
1178;68;16;2;1;0.646201108;0;0.015381014;0;0;0;0
1179;58;57;5;1;0;11;0.005832964;0;0;0;0
1180;94;44;3;1;0.789871163;1;0.002354903;0;0;0;0
1181;182;25;2;3;0;0;0.018821024;0;0;0;0
1182;14;30;3;3;0;20;0.018563042;0;0;0;0
1183;230;29;1;1;0.282910792;0;0.017426823;0;0;0;0
1184;129;26;2;7;0;11;0.029934658;0;0;0;0
1185;76;59;5;3;0;5;0.009960539;0;0;0;0
1186;189;58;3;3;0.727796782;19;0.002064663;0;0;0;1
1187;175;29;2;6;0;0;0.02890659;0;0;0;0
1188;214;47;4;6;0;16;0.001698618;0;0;0;0
1189;235;51;4;6;0;17;0.003333355;0;0;0;0
1190;46;52;4;2;0;19;0.013877946;0;0;0;0
1191;168;66;4;4;0;5;0.015008732;0;0;0;0
1192;14;37;4;2;0.794224695;13;0.007954484;0;0;0;0
1193;70;39;2;1;0;5;0.013568825;0;0;0;0
1194;120;64;4;1;0.508211594;2;0.003334997;0;0;0;0
1195;229;33;3;3;0;0;0.006559619;0;0;0;0
1196;188;55;4;1;0.918795935;20;0.008135174;0;0;0;1
1197;103;9;2;1;0;14;0.073147226;0;0;0;0
1198;41;31;2;1;0;5;0.030748833;0;0;0;0
1199;22;24;3;1;0;8;0.029510184;0;0;0;0
1200;185;33;3;3;0.975621992;0;0.00118456;0;0;0;1
1201;172;40;3;1;0;2;0.002979874;0;0;0;0
1202;14;16;1;2;0.136642348;7;0.002863882;0;0;0;0
1203;134;48;3;1;0.689725472;19;0.011546859;0;0;0;1
1204;151;27;2;2;0;0;0.018178119;0;0;0;0
1205;75;13;1;2;0;11;0.013512376;0;0;0;0
1206;68;45;3;3;0;0;0.013349719;0;0;0;0
1207;234;51;3;2;0;5;0.010233189;0;0;0;0
1208;39;82;4;3;0.764456699;0;0.00578179;0;0;0;0
1209;118;59;5;3;0;8;0.008336629;0;0;0;0
1210;208;32;3;1;0;11;0.005293363;0;0;0;0
1211;71;30;3;2;0.02347649;0;0.001748937;0;0;0;0
1212;26;60;4;1;0.311473136;4;0.011317307;0;0;0;0
1213;87;24;1;3;0;9;0.01369735;0;0;0;0
1214;76;24;3;2;0;17;0.033088682;0;0;0;0
1215;82;31;2;3;0;0;0.002985563;0;0;0;0
1216;133;28;2;1;0;2;0.027847062;0;0;0;0
1217;15;12;2;1;0;9;0.011280151;0;0;0;0
1218;236;37;3;3;0.439703488;16;0.012230083;0;0;0;1
1219;185;53;4;1;0.305030489;14;0.001534602;0;0;0;0
1220;72;30;3;3;0;0;0.013040158;0;0;0;0
1221;22;39;3;1;0.76993954;10;0.007324459;0;0;0;0
1222;43;34;3;1;0.454446764;17;0.009989501;0;0;0;0
1223;187;24;3;3;0.174001482;8;0.026552442;0;0;0;0
1224;27;44;3;1;0.389839309;2;0.003538699;0;0;0;0
1225;138;24;3;4;0;6;0.029115956;0;0;0;0
1226;180;46;4;2;0.369564602;13;0.00215646;0;0;0;1
1227;88;51;3;1;0;12;0.017854118;0;0;0;0
1228;163;22;3;2;0;0;0.027862379;0;0;0;0
1229;176;42;4;3;0;6;0.021701447;0;0;0;0
1230;20;30;2;1;0;3;0.026761199;0;0;0;0
1231;189;36;3;3;0.123966541;2;0.022553974;0;0;0;0
1232;3;35;2;3;0;14;0.026960821;0;0;0;0
1233;81;36;2;3;0;10;0.013149715;0;0;0;0
1234;131;55;4;1;0;10;0.01386157;0;0;0;0
1235;143;28;2;1;0;18;0.029868298;0;0;0;0
1236;26;17;2;1;0.073131546;0;0.027122968;0;0;0;0
1237;178;32;4;2;0.023605249;3;0.024441877;0;0;0;0
1238;48;19;1;1;0;0;0.034006488;0;0;0;0
1239;167;43;3;1;0;7;0.020055603;0;0;0;0
1240;75;64;5;2;0;11;0.00088956;0;0;0;0
1241;177;34;3;2;0.439904517;12;0.025673523;0;0;0;1
1242;208;10;2;5;0;0;0.084069625;0;0;0;0
1243;53;45;3;2;0.314453086;5;0.014215701;0;0;0;0
1244;203;16;2;1;0;5;0.032566617;0;0;0;0
1245;66;53;3;3;0;4;0.00670589;0;0;0;0
1246;102;21;3;1;0;0;0.016422662;0;0;0;0
1247;203;21;2;2;0;14;0.007060607;0;0;0;0
1248;43;33;2;1;0.270192686;0;0.021343299;0;0;0;0
1249;159;33;2;3;0.332092327;12;0.008393568;0;0;0;0
1250;186;5;0;1;0;16;0.097010588;0;0;0;0
1251;69;23;2;2;0;0;0.016846676;0;0;0;0
1252;4;21;2;2;0;0;0.014241353;0;0;0;0
1253;3;35;3;2;0;0;0.001368046;0;0;0;0
1254;45;20;2;1;0.029760092;14;0.031130905;0;0;0;0
1255;125;23;2;5;0;4;0.035690083;0;0;0;0
1256;84;37;2;3;0;20;0.001253636;0;0;0;0
1257;190;30;2;2;0.441903947;0;0.011946655;0;0;0;0
1258;101;51;4;2;0;0;0.01787145;0;0;0;0
1259;143;32;3;3;0;0;0.004252369;0;0;0;0
1260;213;48;3;3;0.003043392;9;0.011654789;0;0;0;0
1261;133;63;5;4;0;0;0.010429935;0;0;0;0
1262;232;82;4;1;0;11;0.001581644;0;0;0;0
1263;195;45;3;2;0;0;0.00465648;0;0;0;0
1264;227;60;5;2;0;10;0.012298204;0;0;0;0
1265;171;68;5;4;0.369839043;18;0.014302021;0;0;0;1
1266;197;27;2;3;0;13;0.011931131;0;0;0;0
1267;234;37;3;5;0;18;0.015870543;0;0;0;0
1268;3;30;2;1;0;7;0.005651503;0;0;0;0
1269;228;37;3;2;0.341929753;17;0.02638816;0;0;0;1
1270;11;36;3;2;0;7;0.012402579;0;0;0;0
1271;6;20;3;1;0;11;0.047654865;0;0;0;0
1272;62;50;4;2;0.462608034;0;0.000319405;0;0;0;0
1273;111;12;2;5;0;1;0.018045431;0;0;0;0
1274;50;36;3;3;0.628730471;4;0.021921062;0;0;0;0
1275;135;28;2;1;0;16;0.009797003;0;0;0;0
1276;80;26;1;3;0;18;0.03503195;0;0;0;0
1277;44;19;2;3;0;11;0.042345609;0;0;0;0
1278;223;34;3;2;0;9;0.000387901;0;0;0;0
1279;208;27;2;2;0;10;0.017089474;0;0;0;0
1280;185;42;2;3;0;16;0.01062425;0;0;0;0
1281;62;34;2;2;0;5;0.011689301;0;0;0;0
1282;122;29;3;2;0;0;0.015111537;0;0;0;0
1283;90;58;3;3;0;5;0.009321596;0;0;0;0
1284;72;67;4;3;0.880812792;13;0.001738971;0;0;0;1
1285;138;53;4;2;0.381113692;14;0.004365083;0;0;0;0
1286;229;46;4;4;0.585877376;0;0.010888111;0;0;0;0
1287;130;63;4;6;0.483711055;0;0.003875838;0;0;0;0
1288;231;48;3;3;0;3;0.001056351;0;0;0;0
1289;70;24;1;3;0;7;0.024782125;0;0;0;0
1290;62;44;2;1;0;5;0.010635917;0;0;0;0
1291;73;27;2;3;0;5;0.012752549;0;0;0;0
1292;140;37;3;3;0;19;0.016744718;0;0;0;0
1293;25;37;3;1;0;0;0.002108614;0;0;0;0
1294;58;93;6;2;0.750702519;20;0.007461896;0;0;0;1
1295;84;35;4;1;0;5;0.026349034;0;0;0;0
1296;183;23;1;2;0;12;0.03781208;0;0;0;0
1297;93;11;1;2;0;1;0.063582931;0;0;0;0
1298;230;35;2;2;0.666168207;4;0.022172431;0;0;0;0
1299;214;37;2;2;0;8;0.017729068;0;0;0;0
1300;229;34;2;4;0;20;0.001578758;0;0;0;0
1301;2;18;2;3;0;0;0.033803173;0;0;0;0
1302;48;37;2;2;0.50057847;1;0.01853236;0;0;0;0
1303;7;47;3;3;0.968148773;9;0.011855329;0;0;0;0
1304;57;26;2;3;0;0;0.020014754;0;0;0;0
1305;230;52;4;5;0;15;0.010836926;0;0;0;0
1306;188;17;1;1;0;11;0.014385702;0;0;0;0
1307;145;26;2;3;0.090484112;17;0.028388616;0;0;0;0
1308;134;27;3;1;0.837997873;8;0.032297423;0;0;0;1
1309;54;47;3;1;0;17;0.014426661;0;0;0;0
1310;3;45;2;3;0.48518412;3;0.016288447;0;0;0;0
1311;21;49;3;1;0;0;0.005844451;0;0;0;0
1312;14;62;4;3;0;4;0.006483439;0;0;0;0
1313;27;85;6;1;0.954336375;17;0.000966121;0;0;0;1
1314;42;14;2;1;0;0;0.0166338;0;0;0;0
1315;201;27;3;5;0;5;0.035448781;0;0;0;0
1316;228;23;3;2;0;14;0.00828035;0;0;0;0
1317;212;22;2;3;0;10;0.041195949;0;0;0;0
1318;18;50;3;1;0;14;0.000350538;0;0;0;0
1319;205;27;2;5;0.082579327;15;0.03600137;0;0;0;0
1320;225;30;3;1;0;11;0.029546955;0;0;0;0
1321;142;26;1;1;0;0;0.035235298;0;0;0;0
1322;149;69;4;5;0;7;0.013716409;0;0;0;0
1323;134;22;1;1;0;0;0.026945749;0;0;0;0
1324;230;38;2;3;0;3;0.022145568;0;0;0;0
1325;102;36;3;1;0;0;0.018880933;0;0;0;0
1326;9;15;2;3;0;15;0.064805678;0;0;0;0
1327;37;36;3;3;0;17;0.010730341;0;0;0;0
1328;62;32;3;2;0;19;0.001803283;0;0;0;0
1329;153;25;3;3;0.19665714;1;0.016153856;0;0;0;0
1330;131;25;3;1;0;20;0.003389113;0;0;0;0
1331;133;40;2;1;0;19;0.007434988;0;0;0;0
1332;102;93;5;5;0;7;4,54E-02;0;0;0;0
1333;140;56;3;3;0;16;0.014839524;0;0;0;0
1334;24;25;1;2;0;0;0.006618443;0;0;0;0
1335;8;52;4;1;0;0;0.008452567;0;0;0;0
1336;96;28;3;3;0;2;0.020832734;0;0;0;0
1337;167;68;4;3;0;20;0.008925892;0;0;0;1
1338;27;25;2;3;0;0;0.022025239;0;0;0;0
1339;134;58;4;1;0;6;0.013808355;0;0;0;0
1340;97;32;3;1;0;18;0.00629255;0;0;0;0
1341;51;35;3;1;0;18;0.01079679;0;0;0;0
1342;173;22;3;2;0;0;0.009462326;0;0;0;0
1343;151;53;4;2;0;6;0.003800244;0;0;0;0
1344;237;20;2;3;0;4;0.000386916;0;0;0;0
1345;84;44;3;2;0.18907593;5;0.005079369;0;0;0;0
1346;230;33;2;1;0;0;0.001561174;0;0;0;0
1347;209;58;4;5;0.872683647;0;0.006257847;0;0;0;1
1348;47;44;3;2;0;16;0.008113121;0;0;0;0
1349;187;16;2;6;0;0;0.041332753;0;0;0;0
1350;86;48;3;1;0;3;0.003815658;0;0;0;0
1351;145;61;4;4;0.269732881;0;0.016138146;0;0;0;0
1352;19;34;3;2;0;17;0.025213538;0;0;0;0
1353;28;42;3;1;0;10;0.015096902;0;0;0;0
1354;77;45;3;3;0;0;0.015751706;0;0;0;0
1355;173;55;4;2;0;6;0.015416451;0;0;0;0
1356;19;19;1;2;0;20;0.024096942;0;0;0;0
1357;75;63;4;1;0;14;0.012217203;0;0;0;0
1358;45;11;1;1;0;15;0.064572923;0;0;0;0
1359;208;65;5;1;0.3404387;4;0.004348065;0;0;0;0
1360;35;83;5;3;0;7;0.002932132;0;0;0;0
1361;208;22;2;2;0.203603515;13;0.044041971;0;0;0;0
1362;55;61;4;3;0;5;0.009712414;0;0;0;0
1363;50;33;2;2;0.094198276;7;0.001769948;0;0;0;0
1364;171;56;4;2;0.817955493;0;0.013686161;0;0;0;0
1365;208;32;2;7;0;0;0.016069118;0;0;0;0
1366;40;28;3;2;0.070275082;1;0.016205459;0;0;0;0
1367;83;91;6;3;0;0;0.001362225;0;0;0;0
1368;179;26;2;3;0;18;0.012909931;0;0;0;0
1369;77;21;3;3;0;18;0.022409036;0;0;0;0
1370;161;42;3;2;0;16;0.01257119;0;0;0;0
1371;34;17;3;1;0.441805819;0;0.032597067;0;0;0;0
1372;83;66;5;1;0.332838608;18;0.000401417;0;0;0;0
1373;149;22;2;1;0.286118455;0;0.00999845;0;0;0;0
1374;162;26;2;3;0;18;0.004956841;0;0;0;0
1375;16;33;2;2;0;9;0.002712021;0;0;0;0
1376;65;41;4;3;0.916272603;12;0.016215781;0;0;0;1
1377;46;19;2;3;0;11;0.037122073;0;0;0;0
1378;44;28;3;1;0;7;0.023377339;0;0;0;0
1379;117;9;2;1;0;4;0.008175221;0;0;0;0
1380;197;62;5;7;0.590207863;11;0.014306129;0;0;0;1
1381;59;22;1;3;0;9;0.007677046;0;0;0;0
1382;52;28;2;1;0;5;0.01191741;0;0;0;0
1383;111;35;4;2;0.915107717;0;0.022384397;0;0;0;0
1384;39;77;5;3;0;9;0.009834958;0;0;0;0
1385;238;44;2;3;0;14;0.022310997;0;0;0;0
1386;50;61;4;3;0.916213318;17;0.002041682;0;0;0;1
1387;140;37;3;1;0;0;0.006965147;0;0;0;0
1388;63;27;3;2;0;0;0.033180205;0;0;0;0
1389;3;43;3;3;0.263704003;1;0.0123147;0;0;0;0
1390;92;79;6;1;0;14;0.010349309;0;0;0;0
1391;38;67;5;3;0;3;0.013760503;0;0;0;0
1392;143;24;2;2;0;19;0.014387243;0;0;0;0
1393;108;53;4;3;0.42804418;6;0.016897641;0;0;0;0
1394;156;33;2;3;0.233537391;16;0.027315481;0;0;0;1
1395;96;90;6;3;0;1;0.002918974;0;0;0;0
1396;200;33;2;2;0.158115164;14;0.017911313;0;0;0;0
1397;165;26;2;2;0;7;0.028688575;0;0;0;0
1398;103;46;4;3;0;1;0.018376593;0;0;0;0
1399;30;59;5;2;0.84567848;16;0.005676141;0;0;0;1
1400;228;30;3;6;0;3;0.026209321;0;0;0;0
1401;122;29;3;3;0.554753928;0;0.034436954;0;0;0;0
1402;48;43;2;2;0.589516285;7;0.02168601;0;0;0;0
1403;43;44;3;2;0.295337917;2;0.017907604;0;0;0;0
1404;18;32;3;1;0;3;0.011822895;0;0;0;0
1405;134;81;4;3;0.143902924;17;0.008530768;0;0;0;0
1406;126;69;5;2;0;5;0.013072618;0;0;0;0
1407;141;34;2;3;0;6;0.018895425;0;0;0;0
1408;10;94;6;1;0.973623707;14;0.002653754;0;0;0;1
1409;39;25;1;2;0;9;0.017035323;0;0;0;0
1410;76;95;6;3;0.25908698;0;0.004813048;0;0;0;0
1411;192;46;3;1;0;15;0.019720604;0;0;0;0
1412;209;56;4;1;0.804198415;1;0.009561537;0;0;0;0
1413;63;23;2;2;0;0;0.018037475;0;0;0;0
1414;41;39;4;1;0.242005473;16;0.00635752;0;0;0;0
1415;220;40;3;3;0;16;0.007999403;0;0;0;0
1416;88;60;3;3;0.756601182;16;0.013337126;0;0;0;1
1417;165;41;2;3;0;12;0.011239984;0;0;0;0
1418;89;60;4;1;0;0;0.015524491;0;0;0;0
1419;201;56;4;1;0.841148635;0;0.00628502;0;0;0;0
1420;93;38;3;1;0.788055172;10;0.011227055;0;0;0;0
1421;88;70;4;1;0.832095969;0;0.013231985;0;0;0;0
1422;192;24;2;2;0;5;0.038124249;0;0;0;0
1423;153;24;3;1;0;0;0.005530496;0;0;0;0
1424;117;74;5;1;0;19;0.012713187;0;0;0;0
1425;51;43;3;1;0;5;0.018341671;0;0;0;0
1426;81;23;2;2;0;13;0.004073961;0;0;0;0
1427;72;24;1;2;0;11;0.000505012;0;0;0;0
1428;188;38;3;1;0;20;0.003275626;0;0;0;0
1429;69;38;3;1;0;17;0.015515978;0;0;0;0
1430;82;42;2;1;0;16;0.011553033;0;0;0;0
1431;143;40;3;2;0.310946457;7;0.010713578;0;0;0;0
1432;102;39;4;2;0;5;0.013859247;0;0;0;0
1433;233;16;2;1;0;4;0.029332209;0;0;0;0
1434;177;32;3;4;0.770169908;10;0.005952485;0;0;0;1
1435;14;50;3;3;0.890790473;17;0.001051034;0;0;0;1
1436;226;75;4;2;0;6;0.010520743;0;0;0;0
1437;60;91;5;3;0.464832976;9;0.004991196;0;0;0;0
1438;51;60;4;1;0.192491133;0;0.008603965;0;0;0;0
1439;131;19;3;5;0;0;0.019633323;0;0;0;0
1440;145;51;4;2;0;0;0.016038405;0;0;0;0
1441;156;21;2;2;0;0;0.004881609;0;0;0;0
1442;106;22;1;3;0;0;0.004938498;0;0;0;0
1443;121;26;3;3;0.737130279;0;0.032558714;0;0;0;0
1444;91;68;4;3;0;0;0.007820793;0;0;0;0
1445;86;71;4;3;0;10;0.001951887;0;0;0;0
1446;107;56;4;1;0;5;0.011718435;0;0;0;0
1447;54;42;4;3;0.460486154;0;0.008923074;0;0;0;0
1448;160;35;3;1;0;17;0.018688398;0;0;0;0
1449;180;28;3;1;0;16;0.016645199;0;0;0;0
1450;46;53;3;1;0.593462243;13;0.002574213;0;0;0;0
1451;129;23;3;1;0;19;0.042415644;0;0;0;0
1452;240;85;5;3;0;0;0.00861427;0;0;0;0
1453;92;23;2;2;0;6;0.007185416;0;0;0;0
1454;71;34;3;1;0;14;0.018293974;0;0;0;0
1455;122;32;3;3;0;20;0.006905705;0;0;0;0
1456;64;82;5;3;0;18;0.005394283;0;0;0;0
1457;147;43;3;2;0;0;0.021581542;0;0;0;0
1458;130;39;3;2;0.447345904;13;0.018327602;0;0;0;0
1459;236;45;4;3;0.097917293;4;0.005279377;0;0;0;0
1460;19;21;3;2;0;12;0.027968083;0;0;0;0
1461;105;59;3;2;0.967300493;11;0.000154615;0;0;0;1
1462;219;14;2;5;0.415185991;14;0.020428063;0;0;0;1
1463;210;29;3;2;0.180833829;0;0.00268961;0;0;0;0
1464;99;27;2;1;0;13;0.024309357;0;0;0;0
1465;61;35;2;1;0;7;0.026897501;0;0;0;0
1466;109;29;1;3;0;7;0.003090093;0;0;0;0
1467;6;65;3;3;0.330327966;10;0.015243712;0;0;0;0
1468;79;28;2;2;0;5;0.004657339;0;0;0;0
1469;203;24;2;1;0;20;0.012896263;0;0;0;0
1470;203;27;2;3;0;1;0.03509735;0;0;0;0
1471;6;52;4;3;0.408888784;16;0.012139641;0;0;0;0
1472;96;15;1;3;0;18;0.023062747;0;0;0;0
1473;82;21;2;1;0;2;0.036975894;0;0;0;0
1474;233;55;3;1;0;18;0.007910609;0;0;0;0
1475;233;26;2;3;0;0;0.007912176;0;0;0;0
1476;151;32;2;2;0.273011454;0;0.014356496;0;0;0;0
1477;14;51;3;1;0;20;0.006523539;0;0;0;0
1478;17;30;2;3;0;4;0.028036018;0;0;0;0
1479;57;55;4;2;0.157831475;16;0.012234722;0;0;0;0
1480;219;30;3;3;0;1;0.000977352;0;0;0;0
1481;87;17;2;2;0;0;0.053154973;0;0;0;0
1482;64;32;2;1;0;19;0.020892527;0;0;0;0
1483;0;50;4;1;0;8;0.018087785;0;0;0;0
1484;78;25;3;2;0.388439843;0;0.014274823;0;0;0;0
1485;161;53;5;1;0.619000813;10;0.011763856;0;0;0;1
1486;187;49;4;1;0;18;0.007968329;0;0;0;0
1487;3;31;3;1;0;6;0.015735995;0;0;0;0
1488;148;21;3;1;0;16;0.008315959;0;0;0;0
1489;52;34;2;2;0;0;0.004269626;0;0;0;0
1490;196;66;5;1;0;17;0.01153451;0;0;0;0
1491;142;59;4;1;0;15;0.01491211;0;0;0;0
1492;205;56;4;1;0;5;0.014684753;0;0;0;0
1493;147;31;3;3;0.211779434;7;0.010971115;0;0;0;0
1494;191;34;2;2;0;18;0.025468845;0;0;0;0
1495;130;27;3;3;0;20;0.018611656;0;0;0;0
1496;128;84;4;2;0;20;0.007510496;0;0;0;0
1497;144;28;2;2;0;8;0.007605513;0;0;0;0
1498;192;29;2;3;0;9;0.030733366;0;0;0;0
1499;91;33;2;2;0;11;0.018297129;0;0;0;0
1500;227;3;1;1;0;0;0.051204515;0;0;0;0
1501;124;50;4;3;0.664664394;13;0.013682353;0;0;0;1
1502;22;22;3;2;0.434055805;18;0.020922237;0;0;0;0
1503;152;17;2;2;0.033222479;17;0.031618495;0;0;0;0
1504;10;65;4;3;0.712536375;20;0.01443735;0;0;0;1
1505;3;31;3;1;0.562900771;2;0.029569804;0;0;0;0
1506;222;81;5;1;0.309154538;14;0.001001499;0;0;0;0
1507;212;48;3;3;0;8;0.007463251;0;0;0;0
1508;18;32;3;3;0.547894179;0;0.014592275;0;0;0;0
1509;183;10;1;3;0;6;0.006724822;0;0;0;0
1510;44;18;2;3;0;18;0.021056169;0;0;0;0
1511;109;26;2;1;0;10;0.021116323;0;0;0;0
1512;190;29;2;1;0;12;0.012431579;0;0;0;0
1513;163;22;3;1;0.053840914;10;0.03695929;0;0;0;0
1514;227;28;3;3;0;9;0.035566784;0;0;0;0
1515;192;62;3;3;0.681531354;17;0.011232413;0;0;0;1
1516;225;28;3;4;0.016370808;0;0.007759517;0;0;0;0
1517;66;34;4;3;0;0;0.020376527;0;0;0;0
1518;128;18;1;1;0;13;0.03480814;0;0;0;0
1519;58;13;1;1;0;5;0.002135716;0;0;0;0
1520;67;24;3;1;0;3;0.010031965;0;0;0;0
1521;12;19;3;3;0;15;0.041529038;0;0;0;0
1522;181;57;4;6;0;7;0.007783048;0;0;0;0
1523;223;17;2;3;0.622885149;0;0.048776681;0;0;0;0
1524;211;39;3;2;0.530837231;19;0.004651313;0;0;0;1
1525;9;34;3;2;0.768004324;0;0.010355756;0;0;0;0
1526;63;24;2;1;0.441310989;1;0.023443207;0;0;0;0
1527;91;18;3;2;0.170082364;5;0.03889603;0;0;0;0
1528;82;16;2;2;0.049736995;14;0.045118289;0;0;0;0
1529;184;59;4;1;0;11;0.015959806;0;0;0;0
1530;179;49;3;1;0;13;0.006539122;0;0;0;0
1531;132;39;3;5;0;14;0.009500821;0;0;0;0
1532;69;70;4;1;0.904085083;4;0.010271467;0;0;0;0
1533;208;63;3;1;0.748462906;12;0.008003818;0;0;0;1
1534;144;7;1;1;0;0;0.132022047;0;0;0;0
1535;191;25;3;3;0;14;0.010222664;0;0;0;0
1536;56;11;1;2;0;4;0.010074552;0;0;0;0
1537;77;62;4;2;0;13;0.013285893;0;0;0;0
1538;20;55;4;1;0;1;0.013108714;0;0;0;0
1539;38;57;4;1;0.293022583;17;0.016129865;0;0;0;0
1540;17;66;3;3;0;0;0.004307126;0;0;0;0
1541;27;25;2;3;0;0;0.005399789;0;0;0;0
1542;196;42;4;4;0.321973971;19;0.005268408;0;0;0;1
1543;148;82;4;3;0;4;0.001276648;0;0;0;0
1544;89;39;3;3;0.259660596;0;0.009333146;0;0;0;0
1545;100;70;4;3;0.580656704;2;0.00407863;0;0;0;0
1546;63;38;2;2;0;19;0.007375742;0;0;0;0
1547;32;86;6;2;0;5;0.007774206;0;0;0;0
1548;104;75;5;3;0;0;0.002216391;0;0;0;0
1549;141;22;2;3;0;16;0.025838464;0;0;0;0
1550;86;33;4;2;0;0;0.012086119;0;0;0;0
1551;236;26;2;3;0;10;0.007565959;0;0;0;0
1552;203;48;3;2;0;7;0.010905618;0;0;0;0
1553;46;22;3;2;0;8;0.028872316;0;0;0;0
1554;143;30;2;5;0;10;0.025185105;0;0;0;0
1555;101;56;4;3;0;9;0.003413814;0;0;0;0
1556;134;42;3;3;0;15;0.021830526;0;0;0;0
1557;95;33;3;2;0;8;0.016461816;0;0;0;0
1558;92;33;4;3;0.285605728;0;0.013182214;0;0;0;0
1559;70;45;3;2;0;13;0.02195298;0;0;0;0
1560;15;98;5;3;0.929370296;4;0.001639871;0;0;0;0
1561;106;30;2;2;0;1;0.030728649;0;0;0;0
1562;11;39;3;2;0;20;0.018287438;0;0;0;0
1563;144;26;3;7;0.670808926;9;0.0275631;0;0;0;1
1564;195;56;3;2;0;0;0.016453305;0;0;0;0
1565;44;41;3;2;0;12;0.003359362;0;0;0;0
1566;49;16;1;1;0;18;0.0437779;0;0;0;0
1567;5;33;3;1;0.870611939;19;0.027247011;0;0;0;1
1568;66;44;3;2;0.938147152;6;0.02061542;0;0;0;0
1569;93;25;3;1;0.379872901;0;0.021162666;0;0;0;0
1570;62;24;2;2;0;16;0.039681101;0;0;0;0
1571;175;42;3;2;0;2;0.00057585;0;0;0;0
1572;18;59;4;2;0;0;0.00165096;0;0;0;0
1573;191;31;3;3;0;18;0.013963416;0;0;0;0
1574;58;43;4;3;0;0;0.019110609;0;0;0;0
